Destination,Origin,2015 Combined,2020 Combined,2015 Males,2020 Males,2015 Females,2020 Females
Latvia,Brazil,21,46,15,33,6,13
Latvia,Bulgaria,157,112,102,82,55,30
Latvia,Burundi,1,0,1,0,0,0
Latvia,Cabo Verde,0,0,0,0,0,0
Latvia,Cameroon,1,4,1,4,0,0
Latvia,Canada,120,177,65,102,55,75
Latvia,Central African Republic,0,0,0,0,0,0
Latvia,Chile,5,7,4,7,1,0
Latvia,China,268,369,152,208,116,161
Latvia,Colombia,6,13,2,6,4,7
Latvia,Congo,0,0,0,0,0,0
Latvia,Costa Rica,2,0,1,0,1,0
Latvia,Côte d'Ivoire,3,1,2,1,1,0
Latvia,Croatia,7,8,5,6,2,2
Latvia,Cuba,46,46,29,29,17,17
Latvia,Cyprus,44,59,26,33,18,26
Latvia,Czechia,137,159,48,57,89,102
Latvia,Dem. People's Republic of Korea,11,10,6,5,5,5
Latvia,Democratic Republic of the Congo,0,4,0,4,0,0
Latvia,Denmark,203,238,160,187,43,51
Latvia,Dominican Republic,1,0,0,0,1,0
Latvia,Ecuador,2,3,0,0,2,3
Latvia,Egypt,37,80,28,64,9,16
Latvia,Eritrea,0,5,0,5,0,0
Latvia,Estonia,3081,2847,1403,1308,1678,1539
Latvia,Faroe Islands,2,1,1,1,1,0
Latvia,Finland,170,151,95,88,75,63
Latvia,France,181,279,106,166,75,113
Latvia,Gabon,1,0,1,0,0,0
Latvia,Gambia,0,1,0,1,0,0
Latvia,Georgia,1317,1285,720,719,597,566
Latvia,Germany,2424,2163,1160,1049,1264,1114
Latvia,Ghana,5,7,5,7,0,0
Latvia,Greece,42,51,24,33,18,18
Latvia,Greenland,1,0,0,0,1,0
Latvia,Guatemala,1,1,1,1,0,0
Latvia,Hungary,193,183,87,84,106,99
Latvia,Iceland,29,53,18,33,11,20
Latvia,India,131,1290,118,1125,13,165
Latvia,Indonesia,3,3,2,3,1,0
Latvia,Iran (Islamic Republic of),35,46,22,32,13,14
Latvia,Iraq,33,52,17,31,16,21
Latvia,Ireland,731,936,418,544,313,392
Latvia,Israel,78,108,46,65,32,43
Latvia,Italy,249,328,175,240,74,88
Latvia,Jamaica,1,2,1,2,0,0
Latvia,Japan,16,27,7,13,9,14
Latvia,Jordan,4,4,4,4,0,0
Latvia,Kazakhstan,5931,5651,2659,2561,3272,3090
Latvia,Kenya,3,4,2,4,1,0
Latvia,Kuwait,3,5,3,5,0,0
Latvia,Kyrgyzstan,809,757,353,331,456,426
Latvia,Lebanon,29,39,26,34,3,5
Latvia,Libya,3,4,1,2,2,2
Latvia,Liechtenstein,1,0,1,0,0,0
Latvia,Lithuania,16668,14209,6447,5430,10221,8779
Latvia,Luxembourg,7,10,2,5,5,5
Latvia,Madagascar,0,0,0,0,0,0
Latvia,Malawi,0,0,0,0,0,0
Latvia,Malaysia,7,8,5,5,2,3
Latvia,Mali,2,0,2,0,0,0
Latvia,Malta,6,23,5,13,1,10
Latvia,Mauritania,1,0,1,0,0,0
Latvia,Mauritius,2,4,1,2,1,2
Latvia,Mexico,13,26,11,19,2,7
Latvia,Monaco,1,0,1,0,0,0
Latvia,Mongolia,109,103,42,39,67,64
Latvia,Montenegro,0,1,0,1,0,0
Latvia,Morocco,12,24,11,20,1,4
Latvia,Mozambique,1,0,1,0,0,0
Latvia,Namibia,1,0,0,0,1,0
Latvia,Nepal,16,45,14,35,2,10
Latvia,Netherlands,135,161,92,112,43,49
Latvia,New Zealand,5,13,3,10,2,3
Latvia,Nicaragua,0,0,0,0,0,0
Latvia,Nigeria,13,22,12,17,1,5
Latvia,North Macedonia,12,17,8,12,4,5
Latvia,Norway,325,443,184,267,141,176
Latvia,Pakistan,24,228,21,204,3,24
Latvia,Palau,0,0,0,0,0,0
Latvia,Paraguay,3,0,2,0,1,0
Latvia,Peru,7,9,5,6,2,3
Latvia,Philippines,108,99,106,91,2,8
Latvia,Poland,832,767,372,342,460,425
Latvia,Portugal,48,42,31,31,17,11
Latvia,Qatar,1,5,0,2,1,3
Latvia,Republic of Korea,30,33,21,20,9,13
Latvia,Republic of Moldova,1705,1707,851,863,854,844
Latvia,Romania,68,71,36,39,32,32
Latvia,Russian Federation,136376,116771,49869,43087,86507,73684
Latvia,Rwanda,1,1,1,1,0,0
Latvia,Saudi Arabia,5,13,3,10,2,3
Latvia,Serbia,10,22,8,16,2,6
Latvia,Sierra Leone,1,0,1,0,0,0
Latvia,Singapore,4,1,3,1,1,0
Latvia,Slovakia,22,36,13,22,9,14
Latvia,Slovenia,6,12,3,6,3,6
Latvia,Somalia,5,3,4,3,1,0
Latvia,South Africa,13,23,9,14,4,9
Latvia,South Sudan,0,0,0,0,0,0
Latvia,Spain,148,220,96,142,52,78
Latvia,Sri Lanka,28,173,18,125,10,48
Latvia,State of Palestine,2,3,2,3,0,0
Latvia,Sudan,3,5,2,5,1,0
Latvia,Sweden,324,272,193,182,131,90
Latvia,Switzerland,56,97,33,67,23,30
Latvia,Syrian Arab Republic,22,63,18,48,4,15
Latvia,Tajikistan,536,565,257,290,279,275
Latvia,Thailand,8,29,3,5,5,24
Latvia,Togo,0,0,0,0,0,0
Latvia,Trinidad and Tobago,1,0,0,0,1,0
Latvia,Tunisia,2,4,2,4,0,0
Latvia,Turkey,108,229,83,181,25,48
Latvia,Turkmenistan,589,552,278,253,311,299
Latvia,Uganda,0,1,0,0,0,1
Latvia,Ukraine,34080,32262,15641,15345,18439,16917
Latvia,United Arab Emirates,12,33,5,24,7,9
Latvia,United Kingdom,2218,3712,1318,2162,900,1550
Latvia,United Republic of Tanzania,2,2,2,2,0,0
Latvia,United States of America,426,543,245,331,181,212
Latvia,Uruguay,3,3,2,1,1,2
Latvia,Uzbekistan,2052,2569,961,1409,1091,1160
Latvia,Venezuela (Bolivarian Republic of),22,34,15,19,7,15
Latvia,Viet Nam,7,83,5,37,2,46
Latvia,Western Sahara,1,0,1,0,0,0
Latvia,Yemen,1,0,1,0,0,0
Latvia,Zambia,1,0,1,0,0,0
Latvia,Zimbabwe,3,2,3,2,0,0
Latvia,Other,7,22,5,8,2,14
Lithuania,Micronesia,0,0,0,0,0,0
Lithuania,Afghanistan,20,41,16,22,4,19
Lithuania,Albania,4,28,3,14,1,14
Lithuania,Algeria,8,11,5,8,3,3
Lithuania,Angola,1,2,1,2,0,0
Lithuania,Argentina,53,65,24,37,29,28
Lithuania,Armenia,579,427,383,272,196,155
Lithuania,Aruba,2,1,1,1,1,0
Lithuania,Australia,41,57,32,48,9,9
Lithuania,Austria,60,80,34,48,26,32
Lithuania,Azerbaijan,878,690,562,428,316,262
Lithuania,Bahamas,1,0,1,0,0,0
Lithuania,Bahrain,2,5,1,1,1,4
Lithuania,Bangladesh,5,44,5,41,0,3
Lithuania,Belarus,33613,33813,12041,15369,21572,18444
Lithuania,Belgium,181,272,108,180,73,92
Lithuania,Belize,1,0,1,0,0,0
Lithuania,Benin,1,0,1,0,0,0
Lithuania,Bolivia (Plurinational State of),3,1,3,1,0,0
Lithuania,Bosnia and Herzegovina,3,2,3,2,0,0
Lithuania,Brazil,61,77,21,36,40,41
Lithuania,Bulgaria,74,140,54,101,20,39
Lithuania,Cambodia,5,4,2,0,3,4
Lithuania,Cameroon,7,30,4,22,3,8
Lithuania,Canada,29,38,13,22,16,16
Lithuania,Chile,6,4,4,2,2,2
Lithuania,China,53,191,0,48,53,143
Lithuania,Colombia,10,19,5,7,5,12
Lithuania,Congo,5,6,3,4,2,2
Lithuania,Côte d'Ivoire,0,1,0,1,0,0
Lithuania,Croatia,7,35,3,27,4,8
Lithuania,Cuba,16,14,8,5,8,9
Lithuania,Cyprus,33,51,19,30,14,21
Lithuania,Czechia,87,120,39,62,48,58
Lithuania,Dem. People's Republic of Korea,7,6,2,1,5,5
Lithuania,Democratic Republic of the Congo,3,3,2,1,1,2
Lithuania,Denmark,377,605,220,376,157,229
Lithuania,Dominica,1,0,1,0,0,0
Lithuania,Ecuador,1,5,1,3,0,2
Lithuania,Egypt,54,86,38,67,16,19
Lithuania,Eritrea,5,30,2,21,3,9
Lithuania,Estonia,816,822,366,381,450,441
Lithuania,Ethiopia,1,2,1,2,0,0
Lithuania,Finland,108,164,67,100,41,64
Lithuania,France,334,519,178,334,156,185
Lithuania,Gambia,1,0,1,0,0,0
Lithuania,Georgia,656,488,389,247,267,241
Lithuania,Germany,1628,2090,842,1162,786,928
Lithuania,Ghana,4,8,3,8,1,0
Lithuania,Greece,55,103,37,73,18,30
Lithuania,Guinea,2,1,2,1,0,0
Lithuania,Guyana,0,1,0,1,0,0
Lithuania,Honduras,2,1,2,1,0,0
Lithuania,Hungary,101,140,48,77,53,63
Lithuania,Iceland,54,57,24,25,30,32
Lithuania,India,11,567,11,434,0,133
Lithuania,Indonesia,2,10,0,1,2,9
Lithuania,Iran (Islamic Republic of),121,60,91,38,30,22
Lithuania,Iraq,16,55,13,35,3,20
Lithuania,Ireland,1465,1790,759,948,706,842
Lithuania,Israel,18,146,0,72,18,74
Lithuania,Italy,355,643,248,473,107,170
Lithuania,Jamaica,1,0,0,0,1,0
Lithuania,Japan,26,23,11,10,15,13
Lithuania,Jordan,2,8,0,3,2,5
Lithuania,Kazakhstan,4477,4248,1958,1981,2519,2267
Lithuania,Kenya,5,8,1,5,4,3
Lithuania,Kuwait,11,5,8,3,3,2
Lithuania,Kyrgyzstan,380,347,162,166,218,181
Lithuania,Lao People's Democratic Republic,0,3,0,3,0,0
Lithuania,Latvia,5630,5722,2407,2593,3223,3129
Lithuania,Lebanon,31,14,23,5,8,9
Lithuania,Liberia,6,5,3,2,3,3
Lithuania,Libya,5,5,5,5,0,0
Lithuania,Luxembourg,18,24,15,18,3,6
Lithuania,Madagascar,2,6,1,1,1,5
Lithuania,Malawi,1,0,0,0,1,0
Lithuania,Malaysia,1,11,1,7,0,4
Lithuania,Maldives,0,1,0,1,0,0
Lithuania,Mali,2,1,2,1,0,0
Lithuania,Malta,9,19,7,11,2,8
Lithuania,Mauritania,1,0,1,0,0,0
Lithuania,Mauritius,3,2,3,2,0,0
Lithuania,Mexico,16,33,14,33,2,0
Lithuania,Monaco,2,0,2,0,0,0
Lithuania,Mongolia,62,53,24,21,38,32
Lithuania,Morocco,3,14,3,9,0,5
Lithuania,Mozambique,0,1,0,1,0,0
Lithuania,Namibia,3,1,2,1,1,0
Lithuania,Nepal,12,15,9,13,3,2
Lithuania,Netherlands,166,310,107,217,59,93
Lithuania,New Zealand,8,11,4,6,4,5
Lithuania,Nicaragua,0,1,0,1,0,0
Lithuania,Nigeria,15,5,15,3,0,2
Lithuania,North Macedonia,4,7,2,1,2,6
Lithuania,Norway,1418,2763,745,1515,673,1248
Lithuania,Oman,1,5,0,3,1,2
Lithuania,Pakistan,91,7,85,3,6,4
Lithuania,Paraguay,3,0,2,0,1,0
Lithuania,Peru,5,11,1,5,4,6
Lithuania,Philippines,0,58,0,42,0,16
Lithuania,Poland,2167,1900,848,846,1319,1054
Lithuania,Portugal,65,128,48,97,17,31
Lithuania,Qatar,2,8,0,1,2,7
Lithuania,Republic of Korea,0,13,0,7,0,6
Lithuania,Republic of Moldova,563,936,308,720,255,216
Lithuania,Romania,211,360,190,311,21,49
Lithuania,Russian Federation,58511,51718,23913,22285,34598,29433
Lithuania,Rwanda,2,1,1,1,1,0
Lithuania,Samoa,1,0,0,0,1,0
Lithuania,Saudi Arabia,8,14,8,3,0,11
Lithuania,Serbia,2,13,0,13,2,0
Lithuania,Singapore,10,5,8,5,2,0
Lithuania,Slovakia,38,71,18,37,20,34
Lithuania,Slovenia,3,10,2,8,1,2
Lithuania,Somalia,2,1,2,1,0,0
Lithuania,South Africa,8,25,4,15,4,10
Lithuania,Spain,630,833,364,488,266,345
Lithuania,Sri Lanka,3,61,0,5,3,56
Lithuania,State of Palestine,9,8,6,6,3,2
Lithuania,Sudan,2,2,1,2,1,0
Lithuania,Suriname,1,0,1,0,0,0
Lithuania,Sweden,312,555,174,318,138,237
Lithuania,Switzerland,61,100,37,63,24,37
Lithuania,Syrian Arab Republic,20,431,17,235,3,196
Lithuania,Tajikistan,338,361,168,177,170,184
Lithuania,Thailand,2,20,2,7,0,13
Lithuania,Togo,1,0,1,0,0,0
Lithuania,Tunisia,12,8,7,6,5,2
Lithuania,Turkey,64,233,50,161,14,72
Lithuania,Turkmenistan,236,207,90,89,146,118
Lithuania,Uganda,1,0,1,0,0,0
Lithuania,Ukraine,12347,20566,5923,14554,6424,6012
Lithuania,United Arab Emirates,35,61,20,37,15,24
Lithuania,United Kingdom,4306,6620,2185,3493,2121,3127
Lithuania,United Republic of Tanzania,3,1,2,0,1,1
Lithuania,United States of America,554,588,261,297,293,291
Lithuania,Uruguay,25,17,9,6,16,11
Lithuania,Uzbekistan,945,809,432,389,513,420
Lithuania,Venezuela (Bolivarian Republic of),9,24,8,17,1,7
Lithuania,Viet Nam,35,40,20,23,15,17
Lithuania,Zambia,1,0,0,0,1,0
Lithuania,Zimbabwe,1,5,1,3,0,2
Lithuania,Other,8,13,7,8,1,5
Norway,Micronesia,5,3,3,1,2,2
Norway,Afghanistan,13124,17242,7990,10934,5134,6308
Norway,Albania,969,2174,564,1239,405,935
Norway,Algeria,1210,1283,771,815,439,468
Norway,Andorra,12,12,7,5,5,7
Norway,Angola,490,496,244,229,246,267
Norway,Antigua and Barbuda,4,4,3,2,1,2
Norway,Argentina,1086,1246,554,647,532,599
Norway,Armenia,301,333,127,142,174,191
Norway,Aruba,19,16,15,12,4,4
Norway,Australia,2206,2457,1346,1498,860,959
Norway,Austria,1578,1688,822,871,756,817
Norway,Azerbaijan,521,557,228,242,293,315
Norway,Bahamas,21,23,11,11,10,12
Norway,Bahrain,32,34,16,16,16,18
Norway,Bangladesh,997,1331,543,715,454,616
Norway,Barbados,23,24,16,15,7,9
Norway,Belarus,1020,1211,315,365,705,846
Norway,Belgium,1660,1890,863,995,797,895
Norway,Belize,12,13,8,9,4,4
Norway,Benin,28,27,15,12,13,15
Norway,Bermuda,11,9,4,3,7,6
Norway,Bhutan,365,373,159,165,206,208
Norway,Bolivia (Plurinational State of),535,583,282,299,253,284
Norway,"Bonaire, Sint Eustatius and Saba",1,0,0,0,1,0
Norway,Bosnia and Herzegovina,13201,13946,6485,6844,6716,7102
Norway,Botswana,118,118,56,55,62,63
Norway,Brazil,5152,6256,1663,1917,3489,4339
Norway,British Virgin Islands,5,4,4,3,1,1
Norway,Brunei Darussalam,34,34,20,20,14,14
Norway,Bulgaria,5696,7293,3151,3986,2545,3307
Norway,Burkina Faso,31,32,25,24,6,8
Norway,Burundi,1014,1123,474,532,540,591
Norway,Cabo Verde,405,406,223,220,182,186
Norway,Cambodia,405,472,162,171,243,301
Norway,Cameroon,677,814,365,449,312,365
Norway,Canada,3028,3354,1449,1592,1579,1762
Norway,Cayman Islands,5,3,3,1,2,2
Norway,Central African Republic,19,26,10,11,9,15
Norway,Chad,24,31,19,21,5,10
Norway,Chile,6585,6698,3410,3440,3175,3258
Norway,China,12197,13579,4341,4808,7856,8771
Norway,"China, Hong Kong SAR",0,0,0,0,0,0
Norway,"China, Macao SAR",0,0,0,0,0,0
Norway,Colombia,5636,6186,2942,3210,2694,2976
Norway,Comoros,6,4,1,0,5,4
Norway,Congo,222,254,108,118,114,136
Norway,Costa Rica,277,320,143,156,134,164
Norway,Côte d'Ivoire,336,369,189,196,147,173
Norway,Croatia,3390,4897,1821,2666,1569,2231
Norway,Cuba,966,1103,346,411,620,692
Norway,Cyprus,196,210,137,130,59,80
Norway,Czechia,2139,2225,1099,1108,1040,1117
Norway,Dem. People's Republic of Korea,37,36,19,19,18,17
Norway,Democratic Republic of the Congo,2186,2798,1085,1357,1101,1441
Norway,Denmark,25312,24842,13182,12931,12130,11911
Norway,Djibouti,58,61,19,21,39,40
Norway,Dominica,16,22,7,11,9,11
Norway,Dominican Republic,791,963,304,382,487,581
Norway,Ecuador,759,833,381,408,378,425
Norway,Egypt,1071,1355,729,916,342,439
Norway,El Salvador,202,225,99,117,103,108
Norway,Equatorial Guinea,12,13,4,4,8,9
Norway,Eritrea,15150,22974,8791,13364,6359,9610
Norway,Estonia,5013,4742,2941,2567,2072,2175
Norway,Eswatini,15,19,10,12,5,7
Norway,Ethiopia,7900,9493,4046,4805,3854,4688
Norway,Falkland Islands (Malvinas),1,0,0,0,1,0
Norway,Faroe Islands,883,796,451,400,432,396
Norway,Fiji,41,41,23,24,18,17
Norway,Finland,6779,7182,2717,2824,4062,4358
Norway,France,6305,6676,3558,3696,2747,2980
Norway,French Polynesia,13,7,7,4,6,3
Norway,Gabon,9,11,5,3,4,8
Norway,Gambia,1151,1252,671,721,480,531
Norway,Georgia,312,338,139,157,173,181
Norway,Germany,28005,28327,14815,14653,13190,13674
Norway,Ghana,1879,2094,1035,1117,844,977
Norway,Gibraltar,8,7,5,4,3,3
Norway,Greece,2279,3352,1392,1944,887,1408
Norway,Greenland,296,280,126,113,170,167
Norway,Grenada,19,16,10,7,9,9
Norway,Guatemala,445,472,221,235,224,237
Norway,Guinea,273,298,139,151,134,147
Norway,Guinea-Bissau,64,68,43,47,21,21
Norway,Guyana,88,91,32,30,56,61
Norway,Haiti,40,51,24,27,16,24
Norway,Honduras,118,133,50,55,68,78
Norway,Hungary,3902,4306,2124,2225,1778,2081
Norway,Iceland,8221,7786,4323,3967,3898,3819
Norway,India,11845,14726,6220,7710,5625,7016
Norway,Indonesia,1526,1711,585,621,941,1090
Norway,Iran (Islamic Republic of),16043,18379,8614,9745,7429,8634
Norway,Iraq,22006,23557,12345,13130,9661,10427
Norway,Ireland,1103,1159,677,702,426,457
Norway,Isle of Man,6,0,5,0,1,0
Norway,Israel,787,889,436,497,351,392
Norway,Italy,3976,5040,2511,3138,1465,1902
Norway,Jamaica,161,183,75,81,86,102
Norway,Japan,1381,1540,462,501,919,1039
Norway,Jordan,428,611,221,319,207,292
Norway,Kazakhstan,931,973,339,342,592,631
Norway,Kenya,1964,2309,797,929,1167,1380
Norway,Kiribati,2,2,2,1,0,1
Norway,Kuwait,399,491,235,292,164,199
Norway,Kyrgyzstan,192,236,55,67,137,169
Norway,Lao People's Democratic Republic,99,130,23,29,76,101
Norway,Latvia,9541,10589,5562,6022,3979,4567
Norway,Lebanon,1846,2784,1022,1479,824,1305
Norway,Lesotho,14,9,7,3,7,6
Norway,Liberia,922,955,443,465,479,490
Norway,Libya,539,760,319,460,220,300
Norway,Liechtenstein,27,20,16,12,11,8
Norway,Lithuania,35565,39856,21000,22910,14565,16946
Norway,Luxembourg,140,149,89,93,51,56
Norway,Madagascar,471,492,221,226,250,266
Norway,Malawi,119,112,54,52,65,60
Norway,Malaysia,836,934,349,372,487,562
Norway,Maldives,5,4,3,3,2,1
Norway,Mali,53,57,32,35,21,22
Norway,Malta,99,105,48,51,51,54
Norway,Mauritania,60,69,55,62,5,7
Norway,Mauritius,187,196,80,79,107,117
Norway,Mayotte,0,0,0,0,0,0
Norway,Mexico,1224,1530,532,663,692,867
Norway,Micronesia (Fed. States of),1,0,0,0,1,0
Norway,Monaco,14,13,6,5,8,8
Norway,Mongolia,146,154,34,39,112,115
Norway,Montenegro,404,486,200,233,204,253
Norway,Montserrat,2,4,0,3,2,1
Norway,Morocco,5522,6199,3069,3315,2453,2884
Norway,Mozambique,191,193,83,89,108,104
Norway,Myanmar,3109,3258,1575,1634,1534,1624
Norway,Namibia,82,99,31,38,51,61
Norway,Nepal,1559,2233,910,1212,649,1021
Norway,Netherlands,8590,9088,4708,4985,3882,4103
Norway,New Caledonia,10,8,7,6,3,2
Norway,New Zealand,630,635,373,385,257,250
Norway,Nicaragua,191,223,84,99,107,124
Norway,Niger,48,56,37,41,11,15
Norway,Nigeria,1776,1977,1036,1125,740,852
Norway,North Macedonia,2467,2932,1307,1543,1160,1389
Norway,Oman,54,45,38,28,16,17
Norway,Pakistan,19283,21140,9992,10853,9291,10287
Norway,Palau,2,1,1,0,1,1
Norway,Panama,60,85,23,30,37,55
Norway,Papua New Guinea,8,12,3,3,5,9
Norway,Paraguay,149,174,57,66,92,108
Norway,Peru,1476,1669,574,634,902,1035
Norway,Philippines,20512,24388,4670,5655,15842,18733
Norway,Poland,90350,100479,58750,63466,31600,37013
Norway,Portugal,2854,3536,1651,2080,1203,1456
Norway,Puerto Rico,0,0,0,0,0,0
Norway,Qatar,68,91,35,47,33,44
Norway,Republic of Korea,7413,7832,2996,3170,4417,4662
Norway,Republic of Moldova,773,1228,347,571,426,657
Norway,Romania,12003,14872,6579,8124,5424,6748
Norway,Russian Federation,17119,18486,5882,6095,11237,12391
Norway,Rwanda,612,662,280,292,332,370
Norway,Saint Helena,4,3,1,0,3,3
Norway,Saint Kitts and Nevis,3,2,1,0,2,2
Norway,Saint Lucia,14,13,6,5,8,8
Norway,Saint Vincent and the Grenadines,5,4,4,3,1,1
Norway,Samoa,6,3,3,0,3,3
Norway,San Marino,4,4,1,2,3,2
Norway,Sao Tome and Principe,10,5,5,3,5,2
Norway,Saudi Arabia,627,964,329,510,298,454
Norway,Senegal,253,310,160,201,93,109
Norway,Serbia,3883,6778,1951,3360,1932,3418
Norway,Seychelles,12,13,7,6,5,7
Norway,Sierra Leone,514,518,264,265,250,253
Norway,Singapore,764,866,325,359,439,507
Norway,Slovakia,3815,3779,2447,2279,1368,1500
Norway,Slovenia,378,438,190,227,188,211
Norway,Solomon Islands,6,4,1,0,5,4
Norway,Somalia,27009,29034,14347,15190,12662,13844
Norway,South Africa,1450,1741,780,947,670,794
Norway,South Sudan,65,178,37,102,28,76
Norway,Spain,6239,7350,3372,3963,2867,3387
Norway,Sri Lanka,9187,9531,4757,4876,4430,4655
Norway,State of Palestine,3305,3423,1992,2039,1313,1384
Norway,Sudan,3264,4794,1957,2854,1307,1940
Norway,Suriname,41,37,17,13,24,24
Norway,Sweden,49068,48283,24856,24440,24212,23843
Norway,Switzerland,2226,2427,1086,1193,1140,1234
Norway,Syrian Arab Republic,13249,31197,8396,18531,4853,12666
Norway,Tajikistan,108,121,47,51,61,70
Norway,Thailand,18017,22304,3350,4107,14667,18197
Norway,Timor-Leste,15,8,13,5,2,3
Norway,Togo,115,113,62,60,53,53
Norway,Tonga,5,5,2,1,3,4
Norway,Trinidad and Tobago,345,356,150,148,195,208
Norway,Tunisia,1003,1133,680,738,323,395
Norway,Turkey,11106,12238,6215,6814,4891,5424
Norway,Turkmenistan,76,87,37,36,39,51
Norway,Turks and Caicos Islands,1,2,1,1,0,1
Norway,Tuvalu,1,0,0,0,1,0
Norway,Uganda,1126,1586,524,737,602,849
Norway,Ukraine,4223,5693,1094,1612,3129,4081
Norway,United Arab Emirates,433,616,236,333,197,283
Norway,United Kingdom,19331,19940,11811,12169,7520,7771
Norway,United Republic of Tanzania,931,935,449,446,482,489
Norway,United States of America,17500,18657,8569,9116,8931,9541
Norway,Uruguay,234,248,117,128,117,120
Norway,Uzbekistan,488,660,210,306,278,354
Norway,Vanuatu,2,0,2,0,0,0
Norway,Venezuela (Bolivarian Republic of),1059,1225,469,534,590,691
Norway,Viet Nam,13682,14596,6169,6358,7513,8238
Norway,Western Sahara,42,30,37,26,5,4
Norway,Yemen,352,611,187,347,165,264
Norway,Zambia,537,558,243,262,294,296
Norway,Zimbabwe,291,319,148,164,143,155
Norway,Other,10334,10940,5408,5734,4926,5206
Sweden,Micronesia,11,11,6,4,5,7
Sweden,Afghanistan,53678,53306,32202,34479,21476,18827
Sweden,Albania,2023,5724,1145,3276,878,2448
Sweden,Algeria,2811,3451,1791,2180,1020,1271
Sweden,Andorra,4,4,0,1,4,3
Sweden,Angola,710,812,331,391,379,421
Sweden,Antigua and Barbuda,8,5,6,4,2,1
Sweden,Argentina,2979,3503,1535,1836,1444,1667
Sweden,Armenia,2358,3233,1122,1548,1236,1685
Sweden,Australia,3690,4940,2354,3127,1336,1813
Sweden,Austria,5553,5901,3019,3158,2534,2743
Sweden,Azerbaijan,2697,3534,1283,1718,1414,1816
Sweden,Bahamas,28,35,21,24,7,11
Sweden,Bahrain,84,113,49,72,35,41
Sweden,Bangladesh,6839,10263,4024,5989,2815,4274
Sweden,Barbados,106,119,75,82,31,37
Sweden,Belarus,2606,3407,985,1348,1621,2059
Sweden,Belgium,2267,3073,1215,1684,1052,1389
Sweden,Belize,17,13,9,6,8,7
Sweden,Benin,85,114,61,80,24,34
Sweden,Bermuda,16,19,7,12,9,7
Sweden,Bhutan,25,36,18,25,7,11
Sweden,Bolivia (Plurinational State of),4196,4739,2120,2374,2076,2365
Sweden,Bosnia and Herzegovina,54799,60912,26827,30255,27972,30657
Sweden,Botswana,102,134,40,58,62,76
Sweden,Brazil,6633,9533,2375,3710,4258,5823
Sweden,British Virgin Islands,3,2,2,0,1,2
Sweden,Brunei Darussalam,8,9,5,4,3,5
Sweden,Bulgaria,7964,9869,4062,5042,3902,4827
Sweden,Burkina Faso,80,89,44,52,36,37
Sweden,Burundi,2746,3351,1281,1567,1465,1784
Sweden,Cabo Verde,356,419,167,207,189,212
Sweden,Cambodia,557,717,219,284,338,433
Sweden,Cameroon,1320,1703,806,983,514,720
Sweden,Canada,3379,4205,1662,2074,1717,2131
Sweden,Central African Republic,103,161,53,91,50,70
Sweden,Chad,63,136,43,84,20,52
Sweden,Chile,26990,28709,13499,14495,13491,14214
Sweden,China,28014,34767,11084,14112,16930,20655
Sweden,"China, Hong Kong SAR",0,0,0,0,0,0
Sweden,Colombia,11201,12894,5580,6482,5621,6412
Sweden,Comoros,5,2,3,2,2,0
Sweden,Congo,764,894,380,445,384,449
Sweden,Costa Rica,397,483,194,232,203,251
Sweden,Côte d'Ivoire,889,1124,478,601,411,523
Sweden,Croatia,7124,11446,3582,6100,3542,5346
Sweden,Cuba,2538,2992,1345,1586,1193,1406
Sweden,Cyprus,674,871,382,481,292,390
Sweden,Czechia,1627,2309,747,1079,880,1230
Sweden,Dem. People's Republic of Korea,80,86,46,47,34,39
Sweden,Democratic Republic of the Congo,2958,4895,1472,2405,1486,2490
Sweden,Denmark,40533,41033,21399,21781,19134,19252
Sweden,Djibouti,286,457,134,200,152,257
Sweden,Dominica,41,46,20,26,21,20
Sweden,Dominican Republic,678,883,328,426,350,457
Sweden,Ecuador,2251,2643,1152,1335,1099,1308
Sweden,Egypt,5551,8361,3569,5239,1982,3122
Sweden,El Salvador,2758,3200,1387,1606,1371,1594
Sweden,Equatorial Guinea,42,54,19,23,23,31
Sweden,Eritrea,26801,43380,14126,24087,12675,19293
Sweden,Estonia,9822,10351,4074,4583,5748,5768
Sweden,Eswatini,28,30,13,14,15,16
Sweden,Ethiopia,15444,21223,7715,10752,7729,10471
Sweden,Fiji,59,69,26,27,33,42
Sweden,Finland,151599,151661,59654,59828,91945,91833
Sweden,France,8614,11443,4969,6617,3645,4826
Sweden,Gabon,23,33,13,18,10,15
Sweden,Gambia,4523,5501,2606,3260,1917,2241
Sweden,Georgia,1193,1975,580,975,613,1000
Sweden,Germany,47214,52446,21976,24937,25238,27509
Sweden,Ghana,2446,3271,1410,1905,1036,1366
Sweden,Gibraltar,6,4,2,0,4,4
Sweden,Greece,14517,19399,8421,11000,6096,8399
Sweden,Grenada,40,39,29,29,11,10
Sweden,Guatemala,775,875,399,458,376,417
Sweden,Guinea,485,655,312,405,173,250
Sweden,Guinea-Bissau,130,155,77,93,53,62
Sweden,Guyana,119,132,40,47,79,85
Sweden,Haiti,138,154,66,79,72,75
Sweden,Honduras,353,410,175,204,178,206
Sweden,Hungary,15490,17227,7584,8437,7906,8790
Sweden,Iceland,5103,6144,2536,3015,2567,3129
Sweden,India,20976,36133,10632,19306,10344,16827
Sweden,Indonesia,2269,2897,961,1236,1308,1661
Sweden,Iran (Islamic Republic of),65462,79363,33879,41945,31583,37418
Sweden,Iraq,124520,147715,66408,79637,58112,68078
