Destination,Origin,2015 Combined,2020 Combined,2015 Males,2020 Males,2015 Females,2020 Females
Cyprus,Sierra Leone,2,1,2,1,0,0
Cyprus,Singapore,31,31,7,6,24,25
Cyprus,Slovakia,131,135,50,52,81,83
Cyprus,Slovenia,13,13,6,7,7,6
Cyprus,Somalia,9,8,7,7,2,1
Cyprus,South Africa,4784,4937,2143,2230,2641,2707
Cyprus,Spain,149,153,41,43,108,110
Cyprus,Sri Lanka,9514,9821,1794,1906,7720,7915
Cyprus,State of Palestine,2202,2389,1130,1252,1072,1137
Cyprus,Sudan,499,514,244,252,255,262
Cyprus,Suriname,2,1,0,0,2,1
Cyprus,Sweden,878,905,296,309,582,596
Cyprus,Switzerland,362,373,126,130,236,243
Cyprus,Syrian Arab Republic,6949,11446,3705,6221,3244,5225
Cyprus,Tajikistan,7,6,5,5,2,1
Cyprus,Thailand,250,256,40,41,210,215
Cyprus,Trinidad and Tobago,13,13,2,2,11,11
Cyprus,Tunisia,34,34,23,23,11,11
Cyprus,Turkey,587,605,274,285,313,320
Cyprus,Turkmenistan,9,8,2,2,7,6
Cyprus,Uganda,18,18,16,17,2,1
Cyprus,Ukraine,3156,3257,1012,1058,2144,2199
Cyprus,United Arab Emirates,145,149,87,90,58,59
Cyprus,United Kingdom,34762,35876,15620,16301,19142,19575
Cyprus,United Republic of Tanzania,138,142,67,69,71,73
Cyprus,United States of America,3063,3161,1445,1503,1618,1658
Cyprus,Uruguay,2,1,0,0,2,1
Cyprus,Uzbekistan,69,70,31,31,38,39
Cyprus,Venezuela (Bolivarian Republic of),59,60,25,25,34,35
Cyprus,Viet Nam,59,60,8,8,51,52
Cyprus,Yemen,13,13,6,7,7,6
Cyprus,Zambia,131,135,46,47,85,88
Cyprus,Zimbabwe,292,299,119,123,173,176
Cyprus,Other,2374,2611,1023,1098,1351,1513
Georgia,Micronesia,0,0,0,0,0,0
Georgia,Afghanistan,40,40,22,23,18,17
Georgia,Albania,10,9,4,4,6,5
Georgia,Algeria,17,16,7,7,10,9
Georgia,Azerbaijan,5821,6023,1998,2079,3823,3944
Georgia,Argentina,15,14,8,8,7,6
Georgia,Austria,25,24,14,14,11,10
Georgia,Armenia,12358,12789,6771,7025,5587,5764
Georgia,Belgium,22,21,9,9,13,12
Georgia,Bulgaria,225,231,102,106,123,125
Georgia,Belarus,1066,1101,203,213,863,888
Georgia,China,73,74,36,37,37,37
Georgia,Cuba,12,11,7,7,5,4
Georgia,Czechia,33,33,13,14,20,19
Georgia,Estonia,119,121,38,39,81,82
Georgia,Finland,11,10,3,3,8,7
Georgia,France,39,39,13,14,26,25
Georgia,Germany,610,629,275,285,335,344
Georgia,Greece,159,163,84,87,75,76
Georgia,Hungary,48,48,21,22,27,26
Georgia,India,31,30,19,19,12,11
Georgia,Iran (Islamic Republic of),119,121,67,69,52,52
Georgia,Israel,31,30,20,20,11,10
Georgia,Italy,17,16,11,11,6,5
Georgia,Kazakhstan,1662,1718,940,975,722,743
Georgia,Kyrgyzstan,242,249,80,83,162,166
Georgia,Lebanon,9,8,4,4,5,4
Georgia,Latvia,199,205,69,71,130,134
Georgia,Lithuania,204,210,47,50,157,160
Georgia,Mongolia,28,27,8,8,20,19
Georgia,Republic of Moldova,468,483,87,91,381,392
Georgia,Nepal,17,16,17,16,0,0
Georgia,Netherlands,11,10,4,4,7,6
Georgia,Pakistan,85,86,79,81,6,5
Georgia,Peru,20,19,2,2,18,17
Georgia,Poland,175,180,50,52,125,128
Georgia,Romania,214,220,53,56,161,164
Georgia,Russian Federation,35936,37267,15346,15955,20590,21312
Georgia,Spain,18,17,9,9,9,8
Georgia,Switzerland,14,13,7,7,7,6
Georgia,Tajikistan,144,148,53,56,91,92
Georgia,Turkey,457,472,318,330,139,142
Georgia,Turkmenistan,197,203,69,72,128,131
Georgia,Ukraine,11792,12203,5069,5267,6723,6936
Georgia,United Kingdom,33,33,24,25,9,8
Georgia,United States of America,107,109,67,69,40,40
Georgia,Uzbekistan,740,765,262,274,478,491
Georgia,Other,3012,3114,1161,1207,1851,1907
Iraq,Micronesia,0,0,0,0,0,0
Iraq,Afghanistan,312,314,178,170,134,144
Iraq,Eritrea,806,812,568,555,238,257
Iraq,State of Palestine,12051,12164,6749,6411,5302,5753
Iraq,India,232,234,149,144,83,90
Iraq,Iran (Islamic Republic of),14405,14540,8251,7864,6154,6676
Iraq,Jordan,10336,10432,7507,7363,2829,3069
Iraq,Kuwait,400,403,280,275,120,128
Iraq,Lebanon,1522,1536,939,904,583,632
Iraq,Mauritania,200,201,152,149,48,52
Iraq,Morocco,586,591,383,372,203,219
Iraq,Pakistan,682,688,516,508,166,180
Iraq,Russian Federation,273,274,195,191,78,83
Iraq,Saudi Arabia,674,680,498,489,176,191
Iraq,Somalia,414,417,307,302,107,115
Iraq,South Sudan,295,297,259,259,36,38
Iraq,Sudan,3792,3826,3329,3325,463,501
Iraq,Syrian Arab Republic,252036,254441,140161,133031,111875,121410
Iraq,United Arab Emirates,288,289,226,223,62,66
Iraq,Tunisia,312,314,270,269,42,45
Iraq,Turkey,17514,20677,9808,10895,7706,9782
Iraq,Egypt,14363,14498,11847,11769,2516,2729
Iraq,Yemen,2001,2020,1621,1608,380,412
Iraq,Other,25858,26118,15024,14351,10834,11767
Israel,Micronesia,0,0,0,0,0,0
Israel,Afghanistan,2539,2464,1208,1173,1331,1291
Israel,Algeria,45680,44358,20896,20292,24784,24066
Israel,Azerbaijan,13529,13136,6323,6140,7206,6996
Israel,Argentina,39343,38204,18465,17931,20878,20273
Israel,Australia,3266,3170,1569,1523,1697,1647
Israel,Austria,5064,4916,2252,2187,2812,2729
Israel,Belgium,5993,5818,2658,2580,3335,3238
Israel,Brazil,8932,8673,3863,3752,5069,4921
Israel,Bulgaria,16633,16151,7318,7107,9315,9044
Israel,Belarus,23119,22449,10038,9749,13081,12700
Israel,Canada,8132,7896,3801,3692,4331,4204
Israel,Chile,3386,3286,1553,1507,1833,1779
Israel,China,600,581,265,258,335,323
Israel,Colombia,2762,2680,1133,1100,1629,1580
Israel,Denmark,1916,1859,617,598,1299,1261
Israel,Ethiopia,80474,78146,39760,38611,40714,39535
Israel,Finland,308,297,80,77,228,220
Israel,France,41847,40636,18859,18314,22988,22322
Israel,Georgia,9317,9046,4317,4192,5000,4854
Israel,Germany,23656,22971,10193,9898,13463,13073
Israel,Greece,3085,2994,1388,1347,1697,1647
Israel,Hungary,12495,12133,5515,5357,6980,6776
Israel,India,18965,18415,9021,8760,9944,9655
Israel,Iran (Islamic Republic of),52322,50808,25292,24562,27030,26246
Israel,Iraq,67791,65830,31964,31040,35827,34790
Israel,Italy,5225,5073,2302,2236,2923,2837
Israel,Kazakhstan,13632,13237,6160,5982,7472,7255
Israel,Kyrgyzstan,2519,2444,1100,1068,1419,1376
Israel,Lebanon,6232,6051,2682,2605,3550,3446
Israel,Latvia,3931,3815,1710,1660,2221,2155
Israel,Libya,17273,16773,7764,7540,9509,9233
Israel,Lithuania,3869,3756,1618,1571,2251,2185
Israel,Mexico,2601,2525,1250,1215,1351,1310
Israel,Republic of Moldova,10911,10594,4899,4757,6012,5837
Israel,Morocco,163113,158396,76790,74571,86323,83825
Israel,Netherlands,5110,4961,2098,2037,3012,2924
Israel,Peru,2440,2368,1109,1077,1331,1291
Israel,Poland,59286,57570,25835,25088,33451,32482
Israel,Romania,103678,100679,45507,44192,58171,56487
Israel,Russian Federation,114630,111316,48912,47500,65718,63816
Israel,South Africa,11721,11381,5374,5219,6347,6162
Israel,Spain,1890,1833,822,798,1068,1035
Israel,Sweden,688,667,273,265,415,402
Israel,Switzerland,3853,3740,1585,1539,2268,2201
Israel,Syrian Arab Republic,9483,9207,4273,4149,5210,5058
Israel,Tajikistan,1885,1830,869,844,1016,986
Israel,Tunisia,23543,22860,10947,10629,12596,12231
Israel,Turkey,27960,27150,13198,12816,14762,14334
Israel,Turkmenistan,2301,2233,1080,1049,1221,1184
Israel,Ukraine,135112,131205,59587,57865,75525,73340
Israel,Egypt,21100,20489,9894,9609,11206,10880
Israel,United Kingdom,21869,21235,9973,9684,11896,11551
Israel,United States of America,79082,76794,37776,36684,41306,40110
Israel,Uruguay,6378,6193,2938,2854,3440,3339
Israel,Uzbekistan,22316,21669,10360,10061,11956,11608
Israel,Venezuela (Bolivarian Republic of),373,361,166,161,207,200
Israel,Yemen,30869,29975,13647,13253,17222,16722
Israel,Other,605700,588278,272053,264192,333647,324086
Jordan,Micronesia,0,0,0,0,0,0
Jordan,Afghanistan,49,61,30,37,19,24
Jordan,Algeria,267,345,108,139,159,206
Jordan,Australia,194,251,96,125,98,126
Jordan,Austria,91,116,52,67,39,49
Jordan,Bahrain,330,427,199,259,131,168
Jordan,Bangladesh,9021,11693,6454,8358,2567,3335
Jordan,Armenia,21,25,6,7,15,18
Jordan,Belgium,57,71,28,35,29,36
Jordan,Bosnia and Herzegovina,47,59,21,27,26,32
Jordan,Brazil,82,105,39,50,43,55
Jordan,Brunei Darussalam,20,24,1,1,19,23
Jordan,Bulgaria,39,49,16,21,23,28
Jordan,Myanmar,19,23,19,23,0,0
Jordan,Canada,253,326,134,173,119,153
Jordan,Sri Lanka,9689,12559,902,1136,8787,11423
Jordan,Chad,21,25,17,20,4,5
Jordan,China,16121,20896,4321,5556,11800,15340
Jordan,Colombia,20,24,8,9,12,15
Jordan,Croatia,21,25,6,6,15,19
Jordan,Cyprus,102,131,48,62,54,69
Jordan,Czechia,19,23,7,8,12,15
Jordan,Denmark,39,49,20,26,19,23
Jordan,Ethiopia,60,75,5,5,55,70
Jordan,Eritrea,58,73,32,41,26,32
Jordan,France,307,396,157,202,150,194
Jordan,State of Palestine,2117361,2272411,1056617,1144177,1060744,1128234
Jordan,Germany,556,719,293,378,263,341
Jordan,Ghana,21,26,14,18,7,8
Jordan,Greece,48,60,17,21,31,39
Jordan,"China, Hong Kong SAR",30,37,18,22,12,15
Jordan,Hungary,456,589,196,253,260,336
Jordan,India,4587,5945,3999,5180,588,765
Jordan,Indonesia,14677,19024,2758,3529,11919,15495
Jordan,Iran (Islamic Republic of),73,93,36,47,37,46
Jordan,Iraq,158951,206047,83699,108206,75252,97841
Jordan,Ireland,41,51,18,22,23,29
Jordan,Israel,1219,1578,811,1050,408,528
Jordan,Italy,240,309,113,145,127,164
Jordan,Japan,81,103,53,68,28,35
Jordan,Kazakhstan,16,19,5,6,11,13
Jordan,Dem. People's Republic of Korea,65,83,46,59,19,24
Jordan,Republic of Korea,73,93,40,52,33,41
Jordan,Kuwait,584,755,415,536,169,219
Jordan,Lebanon,1427,1849,631,815,796,1034
Jordan,Libya,15094,19564,9883,12791,5211,6773
Jordan,Malaysia,220,282,117,150,103,132
Jordan,Mauritania,54,69,42,54,12,15
Jordan,Republic of Moldova,29,35,1,0,28,35
Jordan,Morocco,465,601,101,130,364,471
Jordan,Oman,494,639,236,306,258,333
Jordan,Nepal,141,182,81,106,60,76
Jordan,Netherlands,155,199,76,98,79,101
Jordan,New Zealand,49,62,23,30,26,32
Jordan,Nigeria,21,25,14,17,7,8
Jordan,Norway,34,43,15,20,19,23
Jordan,Pakistan,2526,3273,1488,1924,1038,1349
Jordan,Philippines,2983,3866,222,278,2761,3588
Jordan,Poland,64,80,25,31,39,49
Jordan,Qatar,173,224,127,166,46,58
Jordan,Romania,210,270,43,54,167,216
Jordan,Russian Federation,463,599,118,153,345,446
Jordan,Saudi Arabia,3908,5064,2625,3397,1283,1667
Jordan,Serbia,45,57,7,9,38,48
Jordan,Slovakia,18,22,6,7,12,15
Jordan,Somalia,591,764,329,424,262,340
Jordan,South Africa,45,57,30,38,15,19
Jordan,Spain,237,306,96,125,141,181
Jordan,South Sudan,215,277,139,179,76,98
Jordan,Sudan,4145,6010,2305,3331,1840,2679
Jordan,Sweden,70,89,30,39,40,50
Jordan,Switzerland,155,199,78,100,77,99
Jordan,Syrian Arab Republic,674705,698701,337853,353095,336852,345606
Jordan,Thailand,81,103,50,64,31,39
Jordan,United Arab Emirates,163,211,95,124,68,87
Jordan,Tunisia,201,259,101,131,100,128
Jordan,Turkey,797,1031,595,771,202,260
Jordan,Ukraine,308,397,43,55,265,342
Jordan,North Macedonia,69,87,20,25,49,62
Jordan,Egypt,78178,101340,51190,66253,26988,35087
Jordan,United Kingdom,628,813,357,462,271,351
Jordan,United States of America,2032,2633,1137,1472,895,1161
Jordan,Venezuela (Bolivarian Republic of),25,30,13,15,12,15
Jordan,Yemen,22918,29708,13876,17952,9042,11756
Jordan,Other,16799,21878,8716,11284,8083,10594
Kuwait,Micronesia,0,0,0,0,0,0
Kuwait,Afghanistan,2669,2896,1612,1750,1057,1146
Kuwait,Bahrain,1297,1407,357,387,940,1020
Kuwait,Bangladesh,350229,380046,292017,316858,58212,63188
Kuwait,Sri Lanka,36556,39667,15875,17219,20681,22448
Kuwait,Chad,1305,1414,788,854,517,560
Kuwait,Ethiopia,3595,3899,2171,2355,1424,1544
Kuwait,Eritrea,4725,5127,2853,3096,1872,2031
Kuwait,France,4810,5218,2554,2771,2256,2447
Kuwait,State of Palestine,14253,15465,8605,9335,5648,6130
Kuwait,India,1061758,1152175,748549,812171,313209,340004
Kuwait,Indonesia,99485,107953,17914,19409,81571,88544
Kuwait,Jordan,50399,54688,28119,30504,22280,24184
Kuwait,Lebanon,11532,12512,6962,7553,4570,4959
Kuwait,Morocco,2795,3032,1687,1831,1108,1201
Kuwait,Nepal,22678,24607,13683,14844,8995,9763
Kuwait,Netherlands,980,1062,500,543,480,519
Kuwait,Nigeria,4441,4817,2681,2908,1760,1909
Kuwait,Pakistan,312434,339033,224082,243128,88352,95905
Kuwait,Philippines,181462,196910,124304,134867,57158,62043
Kuwait,Qatar,623,674,121,131,502,543
Kuwait,Saudi Arabia,2077,2252,1277,1385,800,867
Kuwait,Somalia,3168,3436,1914,2076,1254,1360
Kuwait,South Sudan,1726,1871,960,1040,766,831
Kuwait,Sudan,45525,49399,25316,27464,20209,21935
Kuwait,Syrian Arab Republic,21340,23156,12880,13974,8460,9182
Kuwait,Thailand,3755,4073,2267,2459,1488,1614
Kuwait,United Arab Emirates,24662,26760,10294,11166,14368,15594
Kuwait,Tunisia,1784,1935,1077,1169,707,766
Kuwait,Turkey,12297,13342,7423,8054,4874,5288
Kuwait,Egypt,387993,421025,224387,243432,163606,177593
Kuwait,United Kingdom,9394,10191,5335,5787,4059,4404
Kuwait,United States of America,4763,5167,2876,3120,1887,2047
Kuwait,Yemen,65129,70672,39310,42647,25819,28025
Kuwait,Other,114497,124278,71105,77143,43392,47135
Lebanon,Micronesia,0,0,0,0,0,0
Lebanon,Bahrain,108,93,52,47,56,46
Lebanon,Bangladesh,2957,2582,1416,1262,1541,1320
Lebanon,Sri Lanka,3176,2771,1521,1353,1655,1418
Lebanon,China,2358,2058,1130,1006,1228,1052
Lebanon,France,101,87,48,43,53,44
Lebanon,State of Palestine,500579,476033,239765,232450,260814,243583
Lebanon,Germany,183,159,87,78,96,81
Lebanon,Hungary,150,129,72,63,78,66
Lebanon,India,1503,1311,720,641,783,670
Lebanon,Indonesia,2650,2312,1269,1129,1381,1183
Lebanon,Iraq,117164,102319,56119,49970,61045,52349
Lebanon,Israel,400,348,192,171,208,177
Lebanon,Jordan,468,408,224,200,244,208
Lebanon,Kuwait,192,166,93,82,99,84
Lebanon,Libya,248,214,119,104,129,110
Lebanon,Morocco,153,132,74,65,79,67
Lebanon,Oman,163,140,78,68,85,72
Lebanon,Pakistan,827,721,396,352,431,369
Lebanon,Philippines,978,853,468,417,510,436
Lebanon,Russian Federation,153,132,74,65,79,67
Lebanon,Saudi Arabia,1280,1116,612,545,668,571
Lebanon,South Sudan,70,61,34,31,36,30
Lebanon,Sudan,2055,2201,984,1084,1071,1117
Lebanon,Syrian Arab Republic,1194049,1042785,575741,512527,618308,530258
Lebanon,Turkey,261,226,126,111,135,115
Lebanon,Ukraine,101,87,48,43,53,44
Lebanon,Egypt,80893,70643,38746,34500,42147,36143
Lebanon,United Kingdom,206,179,99,89,107,90
Lebanon,United States of America,666,579,319,283,347,296
Lebanon,Yemen,606,528,290,259,316,269
Lebanon,Other,1561,1389,745,668,816,721
Oman,Micronesia,0,0,0,0,0,0
Oman,Bahrain,893,1140,559,714,334,426
Oman,Bangladesh,247568,316467,231922,296473,15646,19994
Oman,Sri Lanka,23519,30063,13165,16832,10354,13231
Oman,France,2642,3377,1976,2527,666,850
Oman,India,1076151,1375667,942362,1204672,133789,170995
Oman,Indonesia,58468,74739,19197,24551,39271,50188
Oman,Iraq,9610,12283,6404,8188,3206,4095
Oman,Jordan,17108,21868,11800,15085,5308,6783
Oman,Kuwait,668,852,556,711,112,141
Oman,Netherlands,1264,1614,986,1260,278,354
Oman,Pakistan,195644,250092,177125,226426,18519,23666
Oman,Philippines,36168,46233,18136,23188,18032,23045
Oman,Qatar,386,492,321,410,65,82
Oman,Saudi Arabia,1673,2137,1270,1623,403,514
Oman,South Sudan,317,405,214,273,103,132
Oman,Sudan,15552,19879,10459,13372,5093,6507
Oman,United Arab Emirates,14848,18978,9439,12067,5409,6911
Oman,Egypt,69046,88261,48744,62316,20302,25945
Oman,United Kingdom,9369,11975,6804,8698,2565,3277
Oman,Other,75332,96314,50561,64639,24771,31675
Qatar,Micronesia,0,0,0,0,0,0
Qatar,Afghanistan,1571,1599,1280,1283,291,316
Qatar,Bahrain,764,777,506,497,258,280
Qatar,Bangladesh,160183,261672,147723,241854,12460,19818
Qatar,Sri Lanka,54731,154078,40243,110379,14488,43699
Qatar,Chad,512,520,418,419,94,101
Qatar,Ethiopia,1667,1697,1359,1362,308,335
Qatar,Eritrea,1854,5881,1511,4717,343,1164
Qatar,France,1061,1079,829,827,232,252
Qatar,State of Palestine,5595,5696,4558,4566,1037,1130
Qatar,India,645577,702013,556448,604194,89129,97819
Qatar,Indonesia,43049,43839,26529,25815,16520,18024
Qatar,Jordan,32217,32808,25552,25538,6665,7270
Qatar,Kuwait,6494,6612,5280,5289,1214,1323
Qatar,Lebanon,8274,8425,6740,6752,1534,1673
Qatar,Morocco,1437,1462,1171,1173,266,289
Qatar,Nepal,151314,253940,123207,205400,28107,48540
Qatar,Netherlands,450,456,348,346,102,110
Qatar,Nigeria,4071,4145,3316,3322,755,823
Qatar,Pakistan,133212,235505,115582,203257,17630,32248
Qatar,Philippines,148496,170052,126604,133099,21892,36953
Qatar,Saudi Arabia,897,911,735,736,162,175
Qatar,Somalia,1243,1264,1013,1014,230,250
Qatar,South Sudan,2033,2069,1611,1610,422,459
Qatar,Sudan,18583,23415,14723,18204,3860,5211
Qatar,Syrian Arab Republic,7148,24749,5823,19836,1325,4913
Qatar,Thailand,2291,2331,1867,1870,424,461
Qatar,United Arab Emirates,9682,9558,7042,6767,2640,2791
Qatar,Tunisia,978,994,798,799,180,195
Qatar,Turkey,5046,5137,4111,4119,935,1018
Qatar,Egypt,163569,183544,131290,145720,32279,37824
Qatar,United Kingdom,3841,6868,3065,5382,776,1486
Qatar,United States of America,2280,4317,1857,3461,423,856
Qatar,Yemen,34877,35517,28410,28462,6467,7055
Qatar,Other,32643,33262,24812,24716,7831,8546
Saudi Arabia,Micronesia,0,0,0,0,0,0
Saudi Arabia,Afghanistan,385241,481215,266864,330299,118377,150916
Saudi Arabia,Bangladesh,1022812,1277624,777664,965089,245148,312535
Saudi Arabia,Myanmar,214371,267776,148499,183797,65872,83979
Saudi Arabia,Sri Lanka,423765,529336,292548,362050,131217,167286
Saudi Arabia,Ethiopia,131493,164250,91518,113287,39975,50963
Saudi Arabia,India,2003256,2502337,1406156,1741093,597100,761244
Saudi Arabia,Indonesia,1368407,1709318,947919,1173243,420488,536075
Saudi Arabia,Iraq,4865,6075,2765,3400,2100,2675
Saudi Arabia,Jordan,192620,240606,133432,165149,59188,75457
Saudi Arabia,Lebanon,123277,153988,85397,105697,37880,48291
Saudi Arabia,Nepal,403005,503404,316320,392892,86685,110512
Saudi Arabia,Pakistan,1187817,1483737,844721,1046329,343096,437408
Saudi Arabia,Philippines,516223,644828,285263,350381,230960,294447
Saudi Arabia,Sudan,385241,481215,266864,330299,118377,150916
Saudi Arabia,Syrian Arab Republic,659067,823261,393766,485033,265301,338228
Saudi Arabia,Egypt,770483,962432,533727,660595,236756,301837
Saudi Arabia,Yemen,616386,769945,415997,514474,200389,255471
Saudi Arabia,Other,363037,453495,252082,312023,110955,141472
State of Palestine,Micronesia,0,0,0,0,0,0
State of Palestine,Bahrain,7911,7900,3839,3840,4072,4060
State of Palestine,Israel,62895,62927,26351,26333,36544,36594
State of Palestine,Jordan,60127,59543,22645,22164,37482,37379
State of Palestine,Kuwait,18541,19605,9258,10348,9283,9257
State of Palestine,Lebanon,2217,2213,1062,1062,1155,1151
State of Palestine,Oman,11667,11984,5494,5928,6173,6056
State of Palestine,Qatar,9348,9335,4535,4536,4813,4799
State of Palestine,Saudi Arabia,24094,24951,11398,12340,12696,12611
State of Palestine,Syrian Arab Republic,5739,5731,2622,2623,3117,3108
State of Palestine,United Arab Emirates,14045,14087,6898,6860,7147,7227
State of Palestine,Tunisia,803,801,357,357,446,444
State of Palestine,Egypt,21218,21588,11779,12175,9439,9413
State of Palestine,United States of America,7992,8179,3799,4048,4193,4131
State of Palestine,Yemen,1407,1413,723,731,684,682
State of Palestine,Other,25159,22527,13950,11392,11209,11135
Syrian Arab Republic,Micronesia,0,0,0,0,0,0
Syrian Arab Republic,Afghanistan,1487,1143,779,585,708,558
Syrian Arab Republic,State of Palestine,573436,596357,291535,295220,281901,301137
Syrian Arab Republic,Iraq,195204,203003,99561,100838,95643,102165
Syrian Arab Republic,Somalia,1040,1079,545,552,495,527
Syrian Arab Republic,Sudan,203,209,107,108,96,101
Syrian Arab Republic,Other,64346,66920,34440,34976,29906,31944
Turkey,Micronesia,0,0,0,0,0,0
Turkey,Afghanistan,94002,117595,51608,60583,42394,57012
Turkey,Albania,3261,4554,1540,1972,1721,2582
Turkey,Algeria,636,887,451,612,185,275
Turkey,Azerbaijan,16529,23090,8000,10286,8529,12804
Turkey,Argentina,138,190,66,84,72,106
Turkey,Australia,2890,4036,1188,1483,1702,2553
Turkey,Austria,14115,19717,6535,8337,7580,11380
Turkey,Bangladesh,323,450,295,410,28,40
Turkey,Armenia,781,1090,259,308,522,782
Turkey,Belgium,8617,12035,3782,4776,4835,7259
Turkey,Bosnia and Herzegovina,2330,3253,1073,1368,1257,1885
Turkey,Brazil,338,471,117,141,221,330
Turkey,British Virgin Islands,74,102,31,41,43,61
Turkey,Bulgaria,473482,661438,169207,204551,304275,456887
Turkey,Myanmar,37,50,28,37,9,13
Turkey,Belarus,295,410,55,51,240,359
Turkey,Canada,1404,1959,630,798,774,1161
Turkey,Sri Lanka,51,70,39,53,12,17
Turkey,Chile,43,58,13,14,30,44
Turkey,China,1730,2415,798,1017,932,1398
Turkey,Colombia,46,61,14,15,32,46
Turkey,Democratic Republic of the Congo,72,99,45,60,27,39
Turkey,Costa Rica,52,72,26,35,26,37
Turkey,Croatia,218,303,87,108,131,195
Turkey,Cuba,42,56,21,26,21,30
Turkey,Cyprus,10231,14291,4362,5479,5869,8812
Turkey,Czechia,1115,1557,521,668,594,889
Turkey,Denmark,3313,4627,1482,1880,1831,2747
Turkey,Ethiopia,148,204,72,91,76,113
Turkey,Estonia,110,153,37,44,73,109
Turkey,Finland,1645,2295,702,881,943,1414
Turkey,France,15730,21973,7164,9112,8566,12861
Turkey,Georgia,6410,8952,2468,3034,3942,5918
Turkey,State of Palestine,1698,1013,1398,822,300,191
Turkey,Germany,269361,376288,102137,125191,167224,251097
Turkey,Ghana,142,196,126,173,16,23
Turkey,Greece,58312,81457,24456,30621,33856,50836
Turkey,Guadeloupe,46,61,21,25,25,36
Turkey,"China, Hong Kong SAR",55,76,24,31,31,45
Turkey,Hungary,511,713,194,238,317,475
Turkey,Iceland,42,56,19,23,23,33
Turkey,India,511,713,307,409,204,304
Turkey,Indonesia,176,244,55,64,121,180
Turkey,Iran (Islamic Republic of),38569,84270,23140,44603,15429,39667
Turkey,Iraq,139629,233288,83770,39413,55859,193875
Turkey,Ireland,529,737,243,310,286,427
Turkey,Israel,2677,3738,1301,1673,1376,2065
Turkey,Italy,2798,3908,1490,1946,1308,1962
Turkey,Japan,1970,2750,812,1013,1158,1737
Turkey,Kazakhstan,4918,6869,2020,2520,2898,4349
Turkey,Jordan,901,1257,554,738,347,519
Turkey,Kenya,170,236,105,140,65,96
Turkey,Dem. People's Republic of Korea,28,37,15,19,13,18
Turkey,Republic of Korea,503,700,198,244,305,456
Turkey,Kuwait,281,391,177,236,104,155
Turkey,Kyrgyzstan,1931,2697,1042,1364,889,1333
Turkey,Lebanon,1113,1554,517,661,596,893
Turkey,Latvia,62,86,17,21,45,65
Turkey,Libya,3023,4220,1635,2136,1388,2084
Turkey,Lithuania,255,355,90,110,165,245
Turkey,Luxembourg,44,59,19,23,25,36
Turkey,Malaysia,259,361,135,177,124,184
Turkey,Malta,42,56,13,15,29,41
Turkey,Mexico,151,208,68,86,83,122
Turkey,Mongolia,187,259,85,108,102,151
Turkey,Republic of Moldova,2296,3206,232,109,2064,3097
Turkey,Morocco,472,659,271,359,201,300
Turkey,Oman,24,32,10,13,14,19
Turkey,Netherlands,21488,30017,9885,12596,11603,17421
Turkey,New Zealand,285,397,108,134,177,263
Turkey,Nigeria,863,1204,574,772,289,432
Turkey,Norway,3498,4886,1593,2027,1905,2859
Turkey,Pakistan,2015,1599,1158,868,857,731
Turkey,Peru,51,70,18,22,33,48
Turkey,Philippines,574,801,178,208,396,593
Turkey,Poland,3362,4695,1474,1862,1888,2833
Turkey,Portugal,220,305,99,125,121,180
Turkey,Qatar,30,40,19,25,11,15
Turkey,Romania,20418,28522,7447,9048,12971,19474
Turkey,Russian Federation,19557,27319,6862,8259,12695,19060
Turkey,Saudi Arabia,4331,6049,2143,2766,2188,3283
Turkey,Senegal,64,88,38,51,26,37
Turkey,Singapore,194,269,59,69,135,200
Turkey,Slovakia,308,428,134,169,174,259
Turkey,Viet Nam,29,39,12,15,17,24
Turkey,Slovenia,144,199,63,79,81,120
Turkey,Somalia,3962,2980,2267,1610,1695,1370
Turkey,South Africa,290,403,141,181,149,222
Turkey,Spain,1190,1661,525,664,665,997
Turkey,Sudan,393,546,262,351,131,195
Turkey,Eswatini,75,103,24,29,51,74
Turkey,Sweden,5252,7335,2254,2835,2998,4500
Turkey,Switzerland,10209,14260,4508,5700,5701,8560
Turkey,Syrian Arab Republic,2714774,3792505,1655872,2301270,1058902,1491235
Turkey,Tajikistan,272,378,200,272,72,106
Turkey,Thailand,144,199,71,90,73,109
Turkey,United Arab Emirates,43,58,28,36,15,22
Turkey,Tunisia,507,708,297,394,210,314
Turkey,Turkmenistan,2001,2793,1405,1900,596,893
Turkey,Ukraine,4114,5745,1045,1138,3069,4607
Turkey,North Macedonia,141740,198004,80733,106400,61007,91604
Turkey,Egypt,773,1079,434,572,339,507
Turkey,United Kingdom,18624,26016,8015,10088,10609,15928
Turkey,United Republic of Tanzania,218,303,194,268,24,35
Turkey,United States of America,13370,18675,6951,9038,6419,9637
Turkey,Uruguay,43,58,22,28,21,30
Turkey,Uzbekistan,7842,10954,3517,4462,4325,6492
Turkey,Venezuela (Bolivarian Republic of),39,52,17,21,22,31
Turkey,Yemen,99,136,56,75,43,61
Turkey,Other,148898,139511,80052,63659,68846,75852
United Arab Emirates,Micronesia,0,0,0,0,0,0
United Arab Emirates,Afghanistan,7515,8191,5176,5640,2339,2551
United Arab Emirates,Bahrain,1834,1998,788,858,1046,1140
United Arab Emirates,Bangladesh,1004611,1095231,873398,952077,131213,143154
United Arab Emirates,Sri Lanka,110523,120491,61346,66839,49177,53652
United Arab Emirates,Chad,4909,5350,3386,3689,1523,1661
